	Id	Text	Label
8378	25424677_gab	muh national guard career they said i was like a nazi bc i was quiet so i told a story about how i got a spic at work to call the illegal spics spic they then said i was fucked up lol	hatespeech
15501	16828344_gab	jewish altruism tax deductible action furthering jewish hegemony done in bad faith support of the adl splc aipac ect is tantamount to treason left on checked jews will always destroy their hosts given time jews act this way b c they are jews its their nature have a white christmas	hatespeech
11674	1160179019859582977_twitter	as a kid i really thought america was hollywood amp celebrities when in reality it ’ just bulletproof backpacks and legalized nazi behaviour	normal
3743	12720505_gab	clint eastwood is a conservative director i think he used to fuck a nigger though is used to fuck a nigger proper grammar i am having an appalachian moment	hatespeech
6950	1179047238208802823_twitter	fuck <user> it seriously so lame here my guns pics and my bbq grill said the maga hat wearing redneck via fb post who gives a shit about facebook anymore	normal
15015	15524045_gab	lol the goatfucker on the top comment tho	offensive
7412	1179083942261080064_twitter	this patient is like x school is full of black people ghetto stop right there bitch self hating fuck you do not get a free pass to say racist shit because you are half black	normal
4568	1178696407173287936_twitter	if you came to the us as a refugee give us a call at <phone> how does the reduction in the number of refugee resettlement make you feel	normal
10036	10035104_gab	he said he was going to build a wetback wall keep erupting sand niggers out that was ample reason to grudgingly accept the things i did not agree with like his jew snuggling he was the vastly superior choice to all the cucks let alone to cankles	offensive
4593	20157750_gab	check out the rockfish report on niggermania they keep up to date on all the bobbing coons nationwide	hatespeech
10590	1089193350115123200_twitter	is it gay to have sex with your own clone	normal
11647	11587122_gab	the war is set they will never stop asians blax la raza arabs jews all have their own countries whites do not	hatespeech
5544	15724750_gab	theyblove hezbollah they have admitted this id rather submit to a jew than even acknowledge a sandnigger terrorist group is even remotely okay not saying i would obviously	hatespeech
10265	1076763958453903360_twitter	the most disrespectful thing you can do is call your female another bitch name	offensive
14104	12807458_gab	i think antifa blm and the rest of the culturalmarxists that use violence to shut down people exercising the 1 stamendment really take advantage of the fact that we do not stoop to their level we need creative ways to counter though minus the violence	normal
16583	19739987_gab	flipping channels hit on this wwe wtf is this like gay soft porn	offensive
17583	23332335_gab	doxxing anyone is not free speech any more than libel or slander or calls to commit violence are free speech	normal
11252	1118234099091673088_twitter	<user> this is your future if you support islam in your country and i am arabic just being real with you snowflakes	undecided
3757	1179045683841703938_twitter	<user> they all look amazing	normal
15577	1697518_gab	trump truly has crushed their narrative control with an iron fist this election was devastating for rachel maddow bull dyke media types we did it fam maga gabfam presidenttrump	offensive
12537	1194992756332138497_twitter	thank ya baby gays ✌ ️ 😉	normal
14809	14928699_gab	why are libtards bitching and moaning that washington redskins logo is derogatory demeaning i have not heard a single fellow greek bitch and moan about michigan using our spartans for their logo or a single condom bitching and moaning about usc using the name trojan for theirs 😏	offensive
9933	1178122522237313025_twitter	<user> i hate you faggot add me to your private snap story	offensive
15544	16911762_gab	is not it ironic freddy that something as manly as mixed martial arts would be too cuck to allow a scary nationalist on their team it run by jews i take it the ultimate whiny pussies that always get other people to do the fighting for them heh	undecided
15390	16490033_gab	got booted of fb <number> calling a spade a spade well a faggot a faggot but ya know tomato tomatoe whats up people	hatespeech
16316	18942889_gab	if youre acting like a faggot i will certainly call you one faggot	hatespeech
15297	1621395_gab	the refugee boats are beginning to arrive from twitter now the leftists are cyber bombing virtual communities too so the real land of libya was not enough destruction and chaos for them hope the freehold of gab can handle the influx of refugees gabfam	normal
13939	12683412_gab	i would not mind bitch slapping him around for several minutes that for sure	offensive
16770	20372831_gab	the underclass in white countries has better standards of life than in their native countries unless people make explicit nazi states that pattern will not change	offensive
9241	1179051296290168832_twitter	dudes be all ego driven women less so	normal
9796	1187319809861509121_twitter	<user> adderall and <number> inch shoe lifts	normal
10687	1093057053755654144_twitter	i like my bitches brown skin amp dark skin can ’ t get with a light skin female 😂 😂	offensive
